102	오명진	21두2B	-0.069	3	0	5.0	1	1	0	0	1.000	1.80	-0.72	0.00	0.00	0.00	0.01	-0.70	-168.55	0.01	-0.70	-0.070	-0.069
103	신준우	21키2B	-0.083	52	16	164.1	92	32	55	5	.946	4.77	-1.14	0.00	0.00	0.00	-0.41	-1.55	-11.29	0.72	-0.83	-0.155	-0.083
104	문상철	21K1B	-0.088	18	7	66.1	76	73	3	0	1.000	10.31	-0.45	0.00	0.00	0.00	0.13	-0.32	-5.76	-0.56	-0.88	-0.032	-0.088
105	김병희	21K1B	-0.091	32	17	150.2	59	15	39	5	.915	3.23	-0.61	0.00	0.00	0.00	-0.56	-1.17	-9.28	0.23	-0.93	-0.114	-0.091
106	이대호	21롯1B	-0.092	18	15	118.1	118	107	9	2	.983	8.82	0.28	0.00	0.00	0.00	-0.18	0.10	1.01	-1.02	-0.92	0.010	-0.092
107	남태혁	21S1B	-0.093	6	3	23.0	23	21	0	2	.913	8.22	-0.39	0.00	0.00	0.00	-0.36	-0.74	-38.64	-0.20	-0.94	-0.073	-0.093
108	권민석	21두1B	-0.099	29	1	53.0	24	17	6	1	.958	3.91	-0.88	0.00	0.00	0.00	-0.06	-0.94	-21.30	-0.05	-0.99	-0.094	-0.099
109	황윤호	21K2B	-0.102	6	4	40.2	12	2	8	2	.833	2.21	-0.81	0.00	0.00	0.00	-0.28	-1.09	-32.04	0.07	-1.02	-0.109	-0.102
110	송호정	21한2B	-0.103	5	2	23.0	5	0	4	1	.800	1.57	-1.03	0.00	0.00	0.00	-0.11	-1.14	-59.38	0.11	-1.03	-0.114	-0.103
111	최항	21S1B	-0.104	23	15	112.0	70	35	32	3	.957	5.38	-0.87	0.00	0.00	0.00	-0.31	-1.18	-12.59	0.13	-1.04	-0.117	-0.104
112	김주성	21L3B	-0.104	4	1	13.0	3	1	0	2	.333	0.69	-0.75	0.00	0.00	0.00	-0.36	-1.11	-102.53	0.03	-1.09	-0.106	-0.104
113	오태곤	21S1B	-0.117	63	20	260.1	275	252	21	2	.993	9.44	0.94	0.00	0.00	0.00	0.09	1.04	4.77	-2.21	-1.17	0.103	-0.117
114	김창평	21S2B	-0.118	9	1	21.0	7	3	4	0	1.000	3.00	-1.30	0.00	0.00	0.00	0.07	-1.23	-70.02	0.06	-1.17	-0.123	-0.118
115	박승욱	21K1B	-0.121	6	2	14.0	10	4	4	2	.800	5.14	-0.88	0.00	0.00	0.00	-0.36	-1.24	-106.15	0.00	-1.24	-0.121	-0.121
116	최영진	21삼1B	-0.122	38	9	122.2	78	61	17	0	1.000	5.72	-1.13	0.00	0.00	0.00	0.31	-0.82	-7.99	-0.41	-1.23	-0.081	-0.122
117	김민수	21롯1B	-0.128	85	48	470.0	265	159	103	3	.989	5.02	-1.83	0.00	0.00	0.00	0.66	-1.17	-2.99	-0.11	-1.28	-0.117	-0.128
118	나승엽	21롯1B	-0.128	48	24	231.1	136	106	25	5	.963	5.10	-0.00	0.00	0.00	0.00	-0.43	-0.43	-2.23	-0.85	-1.28	-0.043	-0.128
119	손호영	21L3B	-0.138	8	2	31.2	13	4	8	1	.923	3.41	-1.43	0.00	0.00	0.00	-0.08	-1.52	-57.40	0.13	-1.39	-0.151	-0.138
120	신성현	21두1B	-0.139	8	2	30.0	18	12	6	0	1.000	5.40	-1.39	0.00	0.00	0.00	0.08	-1.31	-52.38	-0.08	-1.40	-0.130	-0.139
121	도태훈	21N1B	-0.144	82	16	223.2	108	61	43	4	.963	4.19	-1.28	0.00	0.00	0.00	-0.17	-1.45	-7.76	0.01	-1.44	-0.145	-0.144
122	이영빈	21L1B	-0.144	66	34	296.0	238	174	57	7	.971	7.02	0.17	0.00	0.00	0.00	-0.67	-0.50	-2.01	-0.95	-1.45	-0.049	-0.144
123	터커	21K1B	-0.145	28	27	244.2	232	214	17	1	.996	8.50	0.39	0.00	0.00	0.00	0.26	0.65	3.19	-2.10	-1.45	0.065	-0.145
124	오재원	21두1B	-0.147	42	12	165.2	114	62	50	2	.983	6.09	-1.34	0.00	0.00	0.00	0.00	-1.33	-9.64	-0.13	-1.46	-0.134	-0.147
125	정민규	21한1B	-0.148	5	4	28.0	22	8	11	3	.864	6.11	-0.92	0.00	0.00	0.00	-0.52	-1.44	-61.61	-0.03	-1.48	-0.145	-0.148
126	이학주	21삼SS	-0.167	65	47	401.2	223	81	131	11	.951	4.75	-3.07	0.00	0.00	0.00	-0.66	-3.73	-11.12	2.06	-1.67	-0.374	-0.167
127	크레익	21키1B	-0.181	29	26	226.2	249	232	17	0	1.000	9.89	-0.29	0.00	0.00	0.00	0.43	0.13	0.70	-1.96	-1.82	0.013	-0.181
128	김휘집	21키2B	-0.183	40	23	206.0	69	17	45	7	.899	2.71	-1.53	0.00	0.00	0.00	-0.74	-2.27	-13.19	0.45	-1.82	-0.229	-0.183
129	오선진	21삼2B	-0.188	23	10	114.0	46	21	23	2	.957	3.47	-2.50	0.00	0.00	0.00	0.03	-2.46	-25.85	0.58	-1.88	-0.245	-0.188
130	김석환	21K1B	-0.195	4	4	35.0	41	39	0	2	.951	10.03	-1.37	0.00	0.00	0.00	-0.33	-1.70	-58.15	-0.31	-2.01	-0.165	-0.195
131	김주형	21키2B	-0.210	34	20	183.2	83	25	53	5	.940	3.82	-2.72	0.00	0.00	0.00	-0.31	-3.03	-19.74	0.91	-2.12	-0.300	-0.210
132	노시환	21한1B	-0.216	101	94	823.2	304	107	177	20	.934	3.10	-2.07	0.00	0.00	0.00	-1.45	-3.52	-5.12	1.31	-2.21	-0.345	-0.216
133	유민상	21K1B	-0.218	15	14	118.0	113	106	7	0	1.000	8.62	-1.40	0.00	0.00	0.00	0.22	-1.18	-11.92	-1.02	-2.20	-0.116	-0.218
